,0,1,2,3,4,5,6,7,8,9
0,0.8728764867210539,-0.025147657146674218,-0.46783124722660774,-0.9085905251459439,-0.9273399873190384,-7.431849681502898,-4.1188768361110615,-2.3142970068034217,-3.896523728106793,-5.3084845825698395
1,-0.7242485528645797,-0.9189655814625675,0.9067107033620463,-0.5204385552316984,-0.2858271354810229,-4.490084884412088,-1.44951779217311,-2.6611917735069195,-1.181054609616107,-1.521465778871645
2,-0.12228898207885619,-0.7098412064969652,-0.5185480193957348,0.3804596148429924,-0.6978616807269031,-4.01039317663048,-2.491849783946062,-5.37698492343494,-4.091887974479892,-4.00375885570516
3,-0.9550542132741651,-0.9354001844216229,-0.23281617844009594,0.20940064947461923,0.9843933692913676,-2.0958034721879715,-2.855429011282234,-2.1870299128179598,-3.5807225717618962,-4.114547855324924
4,0.8711067063668949,0.6915266805587383,0.5209675762215571,-0.3674473491044077,0.07373063530998425,-5.847512469517429,-6.000937636381721,-3.8389625294857987,-5.358951089749092,-0.7661237006788584
5,-0.03245355078253498,-0.8770281361664305,0.6360302648210543,-0.8877494025247135,0.6209762987143257,-1.1218586897792755,-0.46830595375967077,-2.7321629376460037,-3.1885629762077703,-3.65813695126022
6,-0.38655189475729634,0.29131419939751035,0.12012801309185006,-0.556492793827277,-0.08909067655470415,-3.7063181244085017,-3.957470490162423,-5.80948279547729,-6.869586981275045,-4.35962812971695
7,0.04118144003571844,-0.07106540969784048,-0.7037536587574957,0.07552217664302763,0.9465915422747564,-3.561946574185875,-2.179946237871084,-0.06060229543362805,-1.5106874241882664,-1.803419611342551
8,-0.84412054943573,-0.20201707438969563,-0.9243569835650192,-0.6264032510498998,-0.8542441966086505,-1.4969499153266272,-5.018690500155698,-3.9825358951242427,-3.8509582287960296,-2.8024661834774887
9,0.6881088474282726,-0.45081733264511037,0.580429340674752,0.7231858665141404,-0.6272623564943045,-4.967924827507466,-1.0710259093104662,-5.715531576085045,-3.82909443774217,-3.210859255395052
10,0.6949483135209908,0.9821692900467045,-0.31667076788763815,0.9184397701510201,-0.18641718618738712,-6.135498638931521,-6.416243959670586,-6.4053266367210995,-3.4123540980840765,-8.166790420127832
11,-0.8711172749105212,0.1581159887336363,-0.14836334645383897,0.18358830722018138,-0.17926396230336783,-5.382525219947296,-2.0194561425807063,-5.997663025003231,-2.5658504418290193,-6.435953057804744
12,0.8172488486703215,0.7827972093558908,0.787181454041876,0.8958745626736708,-0.08338469980301744,-7.1908340983785655,-5.736796705815675,-4.735272162918591,-4.952986830749971,-7.850271209441585
13,-0.17589180222029865,0.6443731306486553,-0.48997998902814244,0.9386106282379141,-0.5124775277862856,-0.9575790122082064,-1.1878023583994892,-4.89968371869701,-4.442130899751516,0.4691137358945694
14,-0.1717496619992258,0.21635228275850538,0.9743832564958095,0.2419646326138778,-0.6080622331309111,-10.152523631220586,-6.781824368971598,-3.883240678640517,-6.678594264416931,-3.9208454714478678
15,-0.2468862342033855,0.04099942251255051,0.5467695310127834,-0.7336278782583925,-0.15959034880094114,-3.230884008475847,-4.467275579422983,-4.0966444129141415,-2.508182555165721,-3.571376046313138
16,-0.9452723791223205,-0.083289445105452,-0.7116843913959314,-0.019537243870995757,-0.6676891932128253,-3.512620127411099,-0.4983129312858088,-4.355779468720494,0.7247614968997063,-3.8366922465500175
17,0.743271158087925,-0.654398228884608,-0.49258291586410907,0.8540454427082143,0.438920436570275,-5.283605981888895,-2.6325866661581605,-2.7029610551152032,-0.5525310675921355,-3.5747287220135906
18,0.15755650752731687,-0.9586376036031119,-0.3365600947576013,0.9373815546399682,0.10463238418434129,-5.925968571010437,-3.2631351867842815,-2.81486802065771,-4.035673096574258,-1.8580268355605634
19,-0.903320478433985,-0.8548066683251301,-0.006774153850077846,0.6925879553349057,0.32093922508248074,-2.4857432702717404,-2.3288437023585766,-3.401859560205011,-2.8295158538988954,-1.0385825981646524
20,-0.687387838816411,0.05271430786534004,-0.9849530856844648,-0.4512430034342525,0.9021483170257776,0.5102819858615257,-4.277933928955816,-3.85990770575203,-1.8650471458551316,-5.36874520427771
